0.010000	1.169607	0.307125
0.010000	1.398632	0.256833
0.010000	1.672502	0.214777
0.010000	2.000000	0.179608
0.012750	0.817925	0.344455
0.012750	0.978085	0.288051
0.012750	1.169607	0.240883
0.012750	1.398632	0.201439
0.012750	1.672502	0.168453
0.012750	2.000000	0.140869
0.016256	0.683990	0.323063
0.016256	0.817925	0.270162
0.016256	0.978085	0.225923
0.016256	1.169607	0.188928
0.016256	1.398632	0.157992
0.016256	1.672502	0.132121
0.016256	2.000000	0.110486
0.020727	0.571988	0.303000
0.020727	0.683990	0.253384
0.020727	0.817925	0.211892
0.020727	0.978085	0.177195
0.020727	1.169607	0.148180
0.020727	1.398632	0.123915
0.020727	1.672502	0.103624
0.020727	2.000000	0.086656
0.026426	0.400000	0.339829
0.026426	0.478325	0.284182
0.026426	0.571988	0.237648
0.026426	0.683990	0.198733
0.026426	0.817925	0.166191
0.026426	0.978085	0.138977
0.026426	1.169607	0.116220
0.026426	1.398632	0.097189
0.026426	1.672502	0.081274
0.026426	2.000000	0.067966
0.033693	0.307346	0.346884
0.033693	0.334500	0.318724
0.033693	0.400000	0.266533
0.033693	0.478325	0.222889
0.033693	0.571988	0.186391
0.033693	0.683990	0.155870
0.033693	0.817925	0.130346
0.033693	0.978085	0.109002
0.033693	1.169607	0.091153
0.033693	1.398632	0.076227
0.033693	1.672502	0.063745
0.033693	2.000000	0.053307
0.042959	0.307346	0.272067
0.042959	0.334500	0.249980
0.042959	0.400000	0.209046
0.042959	0.478325	0.174815
0.042959	0.571988	0.146189
0.042959	0.683990	0.122251
0.042959	0.817925	0.102233
0.042959	0.978085	0.085492
0.042959	1.169607	0.071493
0.042959	1.398632	0.059786
0.042959	1.672502	0.049996
0.042959	2.000000	0.041809
0.054772	0.236153	0.277715
0.054772	0.307346	0.213387
0.054772	0.334500	0.196064
0.054772	0.400000	0.163959
0.054772	0.478325	0.137111
0.054772	0.571988	0.114659
0.054772	0.683990	0.095884
0.054772	0.817925	0.080183
0.054772	0.978085	0.067053
0.054772	1.169607	0.056073
0.054772	1.398632	0.046891
0.054772	1.672502	0.039213
0.054772	2.000000	0.032792
0.069834	0.181452	0.283481
0.069834	0.236153	0.217817
0.069834	0.307346	0.167363
0.069834	0.334500	0.153776
0.069834	0.400000	0.128595
0.069834	0.478325	0.107538
0.069834	0.571988	0.089929
0.069834	0.683990	0.075203
0.069834	0.817925	0.062889
0.069834	0.978085	0.052591
0.069834	1.169607	0.043979
